dzip_name,dem_path,dem_size,dzip_size,enc_zstd_size,enc_gz_size
EH/100b4ww_420.dz,100b4ww_420.dem,7692124,545783,328112,437715
EH/100b_125.dz,100b_125.dem,4429842,225129,139138,186608
EH/100b_133.dz,100b_133.dem,3202500,235148,187621,242967
EH/100b_139.dz,100b_139.dem,3764138,252639,196934,254917
EH/100b_149.dz,100b_149.dem,2859534,234133,199471,253666
EH/100b_202.dz,100b_202.dem,4749822,303198,228091,299870
EH/100p_040.dz,100p_040.dem,1930682,124756,86510,109764
EH/100p_041.dz,100p_041.dem,2577219,124379,88366,113949
EH/100p_043.dz,100p_043.dem,1389982,112459,83443,103193
EH/100p_047.dz,100p_047.dem,1526164,115635,84896,104913
EH/103z_153.dz,103z_153.dem,2323960,169095,123041,155993
EH/103z_220.dz,103z_220.dem,2658306,224027,169875,212238
EH/103z_234.dz,103z_234.dem,2570007,221236,163906,205723
EH/103z_255.dz,103z_255.dem,2865266,242458,179854,226670
EH/126n_223.dz,126n_223.dem,5850375,227116,147919,207396
EH/126n_232.dz,126n_232.dem,3338387,253462,172917,229736
EH/126n_302.dz,126n_302.dem,4780864,260359,217087,295075
EH/126n_309.dz,126n_309.dem,5133640,274812,230004,310877
EH/135a_048.dz,135aegg.dem,571064,28065,22794,29696
EH/135a_048.dz,135a_048.dem,1325192,94215,69632,86481
EH/135a_055.dz,135a_055.dem,1444395,101055,77032,97103
EH/155a_055.dz,155a_055.dem,961371,79977,63348,77686
EH/155a_135.dz,155a_135.dem,1435443,95130,72470,91844
EH/155t_017.dz,155t_017.dem,2002678,61613,38276,54343
EH/155t_018.dz,155t_018.dem,1487407,54741,35827,48451
EH/155t_020.dz,155t_020.dem,617949,48009,38423,48682
EH/155t_022.dz,155t_022.dem,826450,48015,40440,51770
EH/155t_025.dz,155t_025.dem,837782,81061,69709,88715
EH/155z_059.dz,155z_059.dem,834947,86402,67094,80299
EH/155z_137.dz,155z_137.dem,1062896,130770,114774,136105
EH/180_150.dz,180_150.dem,1243290,143108,106192,123600
EH/180_151.dz,180_151.dem,1113046,142278,109004,129712
EH/180_154.dz,180_154.dem,1256901,156738,119304,142681
EH/180_159.dz,180_159.dem,1409760,143035,120498,145479
EH/180_202.dz,180_202.dem,1325329,136601,107309,130256
EH/180_225.dz,180_225.dem,1586265,181020,123500,148615
EH/26n2_055.dz,26n2_055.dem,1148680,90627,68025,83429
EH/26n2_101.dz,26n2_101.dem,1614582,104768,74136,95260
EH/2r5_051.dz,2r5_051.dem,363422,38768,30067,35338
EH/2r5_058.dz,2r5_058.dem,372334,47826,38659,45015
EH/2r5_059.dz,2r5_059.dem,347907,51617,42496,48886
EH/2r5_100.dz,2r5_100.dem,380052,51727,41435,48030
EH/2r5_104.dz,2r5_104.dem,332376,45784,34776,40241
EH/59l2_024.dz,59l2_024.dem,399735,37893,28955,34754
EH/59l2_026.dz,59l2_026.dem,379213,39446,30477,36361
EH/59l2_027.dz,59l2_027.dem,505429,48145,43550,51977
EH/625her_345.dz,625her_345.dem,8207048,244930,173931,262156
EH/625new_257.dz,625new_257.dem,6096014,291434,181625,253397
EH/625roo_241.dz,625roo_241.dem,2539718,162930,111074,140954
EH/7m4e_158.dz,7m4e_158.dem,1544507,112645,85813,107027
EH/8m1e_113.dz,8m1e_113.dem,1726220,81618,56697,75880
EH/8m1e_121.dz,8m1e_121.dem,1246329,106830,65386,86051
EH/a100_340.dz,a100_340.dem,5935392,363472,207897,296265
EH/a100_419.dz,a100_419.dem,10270522,436298,317013,442779
EH/a100_434.dz,a100_434.dem,4750860,414507,344032,446406
EH/a100_536.dz,a100_536.dem,9765565,473825,366790,497086
EH/a2d2_129.dz,a2d2_129.dem,1335158,127813,95498,118477
EH/a2d2_151.dz,a2d2_151.dem,1582830,152103,118912,145872
EH/a2d2_157.dz,a2d2_157.dem,1048612,123508,110160,132832
EH/a3_234.dz,a3_234.dem,3020408,194376,138789,171635
EH/a3_240.dz,a3_240.dem,2979428,219377,175362,216402
EH/a3_249.dz,a3_249.dem,3164904,212420,164526,205517
EH/a3_253.dz,a3_253.dem,2931535,195655,158126,197666
EH/a3_259.dz,a3_259.dem,3057293,209522,169031,211482
EH/a3_308.dz,a3_308.dem,2496125,189833,152158,183634
EH/a3_340.dz,a3_340.dem,3093276,203164,170099,208750
EH/a51_112.dz,a51_112.dem,757331,83712,69035,81262
EH/a51_117.dz,a51_117.dem,770868,80904,67158,80211
EH/a51_137.dz,a51_137.dem,519305,72837,67131,77637
EH/abw_211.dz,abw_211.dem,1538765,133932,104622,126906
EH/abw_214.dz,abw_214.dem,1689276,149886,113439,139564
EH/abw_222.dz,abw_222.dem,1669716,141948,109773,136251
EH/abw_224.dz,abw_224.dem,1672224,149294,119521,146239
EH/abw_227.dz,abw_227.dem,1771156,131903,107713,133400
EH/abw_234.dz,abw_234.dem,1438803,148485,133155,159057
EH/ac_616.dz,ac_616.dem,5683571,377237,268342,337695
EH/ac_706.dz,ac_706.dem,6668003,442482,302088,380385
EH/ad22_314.dz,ad22_314.dem,33852201,2248896,693425,918176
EH/ad22_342.dz,ad22_342.dem,39773731,2603800,759343,1014587
EH/ad27_157.dz,ad27_157.dem,18763379,1404167,449281,585067
EH/ad32_200.dz,ad32_200.dem,9735899,727185,255860,336955
EH/adac_522.dz,adac_522.dem,22082864,1224782,562230,741795
EH/adak_424.dz,adak_424.dem,116801132,5816903,2393355,3444856
EH/adaz_547.dz,adaz_547.dem,77693979,4200663,1585836,2199482
EH/adaz_630.dz,adaz_630.dem,93942956,5040487,1678376,2377626
EH/adb1_231.dz,adb1_231.dem,35901295,2512969,678730,900664
EH/adb2_257.dz,adb2_257.dem,23307149,1606095,646668,848068
EH/adblas_1131.dz,adblas_1131.dem,209601431,12972273,3482034,4669319
EH/adca_401.dz,adca_401.dem,80362952,3628912,1342843,2076723
EH/adcr_656.dz,adcr_656.dem,43173237,2404728,1040444,1415537
EH/adcr_847.dz,adcr_847.dem,49367407,2604342,1160768,1584836
EH/add1_345.dz,add1_345.dem,105640069,7828243,2445618,3287080
EH/add1_401.dz,add1_401.dem,113684390,8336572,2496319,3371017
EH/add5_515.dz,add5_515.dem,39815362,3326156,945704,1223459
EH/addm2_306.dz,addm2_306.dem,20589833,1283032,533348,700227
EH/adgr_504.dz,adgr_504.dem,68941194,3298900,1302576,1771644
EH/adgr_543.dz,adgr_543.dem,75029500,3538217,1216769,1701146
EH/adh1_848.dz,adh1_848.dem,152090779,8586226,3094673,4269687
EH/adh2_826.dz,adh2_826.dem,78839603,4160412,2301132,3206998
EH/adj1_355.dz,adj1_355.dem,22978143,1314913,630042,844712
EH/adj2_653.dz,adj2_653.dem,59189055,3318758,1253928,1676493
EH/adla_745.dz,adla_745.dem,79355932,3971304,1431848,1974744
EH/adla_845.dz,adla_845.dem,87994388,4356294,1529389,2123670
EH/adma_1623.dz,adma_1623.dem,336320847,17359973,5757602,8194668
EH/adma_1856.dz,adma_1856.dem,396355491,19964487,6310961,9008374
EH/adme_229.dz,adme_229.dem,97534248,6600272,1932179,2588048
EH/admo_515.dz,admo_515.dem,149247935,8969118,2264227,3022423
EH/admo_603.dz,admo_603.dem,167885814,10018708,2504681,3348228
EH/adne_1058.dz,adne_1058.dem,155152648,8499092,2137969,3105189
EH/adne_933.dz,adne_933.dem,144027966,8180370,1997430,2884820
EH/adob_727.dz,adob_727.dem,71670674,4461372,1289000,1704714
EH/adob_840.dz,adob_840.dem,76433104,4610442,1370219,1822203
EH/adsc_441.dz,adsc_441.dem,75116549,4472963,1035704,1418422
EH/adse_1738.dz,adse_1738.dem,378770347,21941696,5675943,7518911
EH/adse_2314.dz,adse_2314.dem,505333459,28663638,6898799,9266932
EH/adsw_1536.dz,adsw_1536.dem,204296221,9539011,3484650,4857396
EH/adsw_1836.dz,adsw_1836.dem,229646937,10806139,3951076,5528197
EH/adte_2404.dz,adte_2404.dem,514135655,23382111,8898171,12319957
EH/adte_3100.dz,adte_3100.dem,630742206,28182246,10547518,14768484
EH/adtf_758.dz,adtf_758.dem,133654890,6952403,2853132,3978386
EH/adze_623.dz,adze_623.dem,94008366,5924714,1669555,2202507
EH/alk7_627.dz,alk7_627.dem,7576005,402148,333946,429272
EH/alk8_251.dz,alk8_251.dem,5843524,185248,139924,190292
EH/alk8_454.dz,alk8_454.dem,11285295,325377,229819,315281
EH/alkbdow_732.dz,alkbdow_732.dem,18071303,709376,446318,628821
EH/alkcent_515.dz,alkcent_515.dem,20956207,1007833,554019,765158
EH/alkchao_934.dz,alkchao_934.dem,24442566,1135080,800775,1102081
EH/alkcore_502.dz,alkcore_502.dem,27958250,1397145,680248,1006233
EH/alkcorr_420.dz,alkcorr_420.dem,57010045,4514929,2426089,3586174
EH/alkdanc_820.dz,alkdanc_820.dem,49227172,1862067,1113220,1676252
EH/alkdere_1025.dz,alkdere_1025.dem,65180574,2064527,1165633,1815665
EH/alkecli_744.dz,alkecli_744.dem,22987417,2038723,1633541,2009450
EH/alkgeo_854.dz,alkgeo_854.dem,54751783,5659802,2984219,4191910
EH/alkjamsha_215.dz,alkjamsha_215.dem,4676365,219117,148526,198354
EH/alkmani_1802.dz,alkmani_1802.dem,52595932,1134653,768201,1148385
EH/alkpipe_917.dz,alkpipe_917.dem,18397080,1166411,844942,1069931
EH/alksick_313.dz,alksick_313.dem,5894238,297468,213162,275459
EH/alktell_1146.dz,alktell_1146.dem,167199723,3064759,2440967,4425384
EH/alph_048.dz,alph_048.dem,463293,49016,39077,46628
EH/alph_055.dz,alph_055.dem,511442,56610,44724,53514
EH/alph_056.dz,alph_056.dem,529175,54560,42666,51322
EH/alph_057.dz,alph_057.dem,482780,58789,50948,60200
EH/alph_101.dz,alph_101.dem,513603,61957,51062,60779
EH/altu_030.dz,altu_030.dem,537778,40465,30268,37200
EH/altu_031.dz,altu_031.dem,621044,48754,33949,42061
EH/ant_332.dz,ant_332.dem,2984592,256985,169622,209770
EH/ant_343.dz,ant_343.dem,3274757,264662,179610,226245
EH/ant_350.dz,ant_350.dem,3006112,248037,172249,214480
EH/ant_435.dz,ant_435.dem,1576434,216664,177949,206260
EH/aow_040.dz,aow_040.dem,503919,40021,31541,38281
EH/aow_044.dz,aow_044.dem,612682,51870,41334,50340
EH/apsp3_1252.dz,apsp3_1252.dem,10944106,766349,508848,659834
EH/arc_153.dz,arc_153.dem,1686561,151374,111543,137274
EH/arc_154.dz,arc_154.dem,1720708,148880,112346,138302
EH/arc_157.dz,arc_157.dem,1597449,151657,118357,144418
EH/arc_201.dz,arc_201.dem,1996620,165618,115310,144094
EH/arc_207.dz,arc_207.dem,1457730,156635,142412,169580
EH/arc_215.dz,arc_215.dem,1511002,162717,144218,172837
EH/arc_224.dz,arc_224.dem,1240135,138741,124964,149628
EH/arma2_120.dz,arma2_120.dem,1349659,84723,65859,85751
EH/arma2_126.dz,arma2_126.dem,1234214,88762,76989,97893
EH/arma2_136.dz,arma2_136.dem,776204,74804,70799,85680
EH/armo_337.dz,armo_337.dem,3187967,240476,165657,208525
EH/armo_346.dz,armo_346.dem,2653100,259764,215029,260800
EH/armo_406.dz,armo_406.dem,2765926,262357,225288,271505
EH/arun_012.dz,arun_012.dem,632121,35306,29474,37185
EH/assn_631.dz,assn_631.dem,4165239,314984,207499,261773
EH/assn_709.dz,assn_709.dem,4275894,299578,210978,263529
EH/azur_201.dz,azur_201.dem,1211253,112499,86553,104076
EH/azur_212.dz,azur_212.dem,1155301,124336,105356,125373
EH/azur_219.dz,azur_219.dem,1248927,126367,104144,126542
EH/bad1_148.dz,bad1_148.dem,1937824,146920,89444,115764
EH/bad1_150.dz,bad1_150.dem,1690165,139783,94994,119103
EH/bad1_151.dz,bad1_151.dem,1371280,130315,109713,133549
EH/bad1_155.dz,bad1_155.dem,1352449,129143,106964,130533
EH/bad1_157.dz,bad1_157.dem,1220412,122876,101825,124147
EH/bad1_205.dz,bad1_205.dem,1098103,113877,100366,120483
EH/bad2_251.dz,bad2_251.dem,3140802,164999,115725,152214
EH/bad2_253.dz,bad2_253.dem,3119390,187635,136089,177434
EH/bad2_254.dz,bad2_254.dem,2989397,163625,117583,152975
EH/bad2_256.dz,bad2_256.dem,2949301,161760,124612,164382
EH/bad2_259.dz,bad2_259.dem,2826827,153957,109189,143087
EH/bad2_304.dz,bad2_304.dem,3261517,167589,122145,163899
EH/bad2_308.dz,bad2_308.dem,1215087,112653,99661,121041
EH/ball_033.dz,ball_033.dem,622445,38974,33074,41761
EH/base2_106.dz,base2_106.dem,663316,75045,61387,73794
EH/base2_107.dz,base2_107.dem,702741,77298,66533,78830
EH/base2_116.dz,base2_116.dem,497100,67344,61916,71882
EH/base_042.dz,base_042.dem,554242,51879,42789,51436
EH/base_044.dz,base_044.dem,480000,59606,54080,63351
EH/base_045.dz,base_045.dem,580030,59643,53285,63234
EH/base_047.dz,base_047.dem,561365,52637,45506,54452
EH/base_049.dz,base_049.dem,564215,59767,53076,62719
EH/base_052.dz,base_052.dem,436802,54711,50150,58581
EH/bast_123.dz,bast_123.dem,2005293,170058,118642,147991
EH/bast_124.dz,bast_124.dem,2019887,170999,117720,147661
EH/bast_128.dz,bast_128.dem,1846293,189315,161023,199421
EH/bast_140.dz,bast_140.dem,1315918,158701,144529,172838
EH/bast_311.dz,bast_311.dem,5040642,285419,176956,239006
EH/bast_330.dz,bast_330.dem,4865102,296727,188427,249545
EH/bast_522.dz,bast_547.dem,7198941,395410,245007,334119
EH/bast_522.dz,bast_522.dem,7393342,371438,228658,314152
EH/bast_550.dz,bast_550.dem,6876870,416085,297296,397910
EH/bb1_139.dz,bb1_139.dem,1682808,96649,73222,94470
EH/bb1_140.dz,bb1_140.dem,1336730,105678,91188,112681
EH/bb1_142.dz,bb1_142.dem,659973,84714,77721,91439
EH/bb1_152.dz,bb1_152.dem,1081653,104968,94459,115006
EH/bb1_154.dz,bb1_154.dem,1243684,108801,94130,117322
EH/bb1_211.dz,bb1_211.dem,725367,91045,82452,97534
EH/bb2_125.dz,bb2_125.dem,895837,93933,78855,93842
EH/bb2_127.dz,bb2_127.dem,987980,98561,80147,97305
EH/bb2_145.dz,bb2_145.dem,578811,75133,68624,80399
EH/bb3_132.dz,bb3_132.dem,1275442,91328,70525,88483
EH/bb3_135.dz,bb3_135.dem,1056008,98325,83207,102111
EH/bb3_140.dz,bb3_140.dem,768583,89752,82153,98755
EH/bb3_158.dz,bb3_158.dem,532865,70782,69027,80278
EH/bb4_147.dz,bb4_147.dem,1984219,133041,92997,119050
EH/bb4_150.dz,bb4_150.dem,2038729,131083,92670,119050
EH/bb4_152.dz,bb4_152.dem,2011913,137301,96295,124253
EH/bb4_154.dz,bb4_154.dem,1420424,137149,120041,145562
EH/bb4_217.dz,bb4_217.dem,768820,100199,93992,109335
EH/bb5_213.dz,bb5_213.dem,1648167,126387,96649,122748
EH/bb5_220.dz,bb5_220.dem,1882316,141688,107069,134878
EH/bb5_224.dz,bb5_224.dem,1288525,138237,124055,148781
EH/bb5_302.dz,bb5_302.dem,718281,106562,101142,117678
EH/bb6_214.dz,bb6_214.dem,1588327,133676,100600,125637
EH/bb6_219.dz,bb6_219.dem,1831709,132124,98199,125490
EH/bb6_223.dz,bb6_223.dem,1460238,143589,113792,140259
EH/bb6_231.dz,bb6_231.dem,1362864,151105,129860,157077
EH/bb6_249.dz,bb6_249.dem,712598,101225,96613,111627
EH/bb7_036.dz,bb7_036.dem,477182,60508,51033,61061
EH/bb7_038.dz,bb7_038.dem,551194,60345,55420,65834
EH/bb7_041.dz,bb7_041.dem,494804,59059,53480,63815
EH/bb7_046.dz,bb7_046.dem,317645,40346,40821,45415
EH/bbs_128.dz,bbs_128.dem,1228221,84998,68444,85408
EH/bbs_135.dz,bbs_135.dem,890112,90375,82793,100025
EH/bbs_145.dz,bbs_145.dem,514681,66870,64447,75819
EH/bb_1353.dz,bb_1353.dem,14820159,899917,582202,790414
EH/bch_024.dz,bch_024.dem,348181,31986,30726,37218
EH/bch_025.dz,bch_025.dem,380748,34757,32609,39800
EH/bch_026.dz,bch_026.dem,368551,32160,30555,37201
EH/bch_027.dz,bch_027.dem,459614,33751,32181,39876
EH/bch_028.dz,bch_028.dem,498028,32745,31366,38917
EH/bch_031.dz,bch_031.dem,359623,24934,24677,29621
EH/bch_038.dz,bch_038.dem,347034,32097,30759,37168
EH/bc_100.dz,bc_100.dem,629912,96091,83021,95656
EH/bc_102.dz,bc_102.dem,611531,93997,81709,93886
EH/bc_103.dz,bc_103.dem,596802,82989,69760,80857
EH/bc_105.dz,bc_105.dem,728017,89514,71241,83776
EH/bc_114.dz,bc_114.dem,345952,64358,59247,66372
EH/bc_116.dz,bc_116.dem,506909,80037,70737,81011
EH/bind_341.dz,bind_341.dem,4795334,259845,179981,236952
EH/biome_357.dz,biome_357.dem,73645143,1648949,927076,1602977
EH/bli2_133.dz,bli2_133.dem,1444119,108128,83487,105736
EH/bli2_138.dz,bli2_138.dem,1113565,123343,104179,128227
EH/bli2_149.dz,bli2_149.dem,842843,92030,85760,102476
EH/bliz_220.dz,bliz_220.dem,2103539,185018,128808,158034
EH/bliz_230.dz,bliz_230.dem,1610174,203414,142318,169390
EH/bli_101.dz,bli_101.dem,742941,61986,51129,63207
EH/bli_106.dz,bli_106.dem,741716,71327,56209,69567
EH/bli_108.dz,bli_108.dem,520800,56643,51466,62209
EH/blk1_224.dz,blk1_224.dem,2404932,137927,102160,130753
EH/blk1_237.dz,blk1_237.dem,2221511,158282,134580,165416
EH/blk1_243.dz,blk1_243.dem,2202647,163476,139939,171075
EH/blk1_257.dz,blk1_257.dem,1489798,122834,112493,135877
EH/blk1_310.dz,blk1_310.dem,2366548,165661,143038,174438
EH/blk1_315.dz,blk1_315.dem,1294794,116077,107782,129154
EH/blk2_116.dz,blk2_116.dem,980564,79475,68880,82457
EH/blk2_130.dz,blk2_130.dem,996743,89894,79301,93893
EH/blk2_137.dz,blk2_137.dem,543394,57549,54314,63099
EH/blk3_121.dz,blk3_121.dem,1087580,75922,61518,75458
EH/blk3_125.dz,blk3_125.dem,960543,78326,64613,79231
EH/blk3_127.dz,blk3_127.dem,857872,81706,70800,84535
EH/blk3_144.dz,blk3_144.dem,1012298,95732,84720,100775
EH/blk3_149.dz,blk3_149.dem,385056,55688,54542,62432
EH/blkf_037.dz,blkf_037.dem,573918,62388,56042,71589
EH/blkf_038.dz,blkf_038.dem,464863,57286,51786,63393
EH/blkf_039.dz,blkf_039.dem,483155,53316,47311,58404
EH/blkf_050.dz,blkf_050.dem,208452,34471,32895,36872
EH/bl_641.dz,blk_641.dem,6086584,390218,263811,341157
EH/bl_718.dz,ebl_egg.dem,122405,16557,15816,18005
EH/bnt2_153.dz,bnt2_153.dem,1125997,89418,68748,83874
EH/bnt2_157.dz,bnt2_157.dem,1104506,94870,73455,89226
EH/bnt2_204.dz,bnt2_204.dem,708541,77690,71211,84333
EH/bnt2_213.dz,bnt2_213.dem,1042002,106300,91690,112381
EH/bnt2_228.dz,bnt2_228.dem,426189,63574,61238,70158
EH/bnt_236.dz,bnt_236.dem,1587452,145417,110646,138025
EH/bnt_241.dz,bnt_241.dem,1393535,147945,124169,150210
EH/bnt_246.dz,bnt_246.dem,1417560,151342,127806,154435
EH/bnt_306.dz,bnt_306.dem,1134329,139022,125117,147512
EH/bub2_025.dz,bub2_025.dem,790176,73171,62171,76883
EH/bub2_028.dz,bub2_028.dem,471320,54984,47744,56444
EH/bub2_029.dz,bub2_029.dem,1392258,72026,51792,65636
EH/bub2_033.dz,bub2_033.dem,739625,56530,39794,49261
EH/bub2_036.dz,bub2_036.dem,923307,58366,50981,62145
EH/bub2_043.dz,bub2_043.dem,371761,49407,48094,54452
EH/bub2_047.dz,bub2_047.dem,569375,59439,56765,65965
EH/cap_223.dz,cap_223.dem,2865747,178639,127560,170248
EH/cap_227.dz,cap_227.dem,2383877,176073,146435,186048
EH/cap_257.dz,cap_257.dem,3788593,193691,137476,184412
EH/cap_303.dz,cap_303.dem,3799174,188276,132964,179242
EH/cap_310.dz,cap_310.dem,3975141,206203,148488,199423
EH/cap_312.dz,cap_312.dem,3986291,199686,147461,195846
EH/cap_326.dz,cap_326.dem,4289997,212020,152164,206056
EH/carn_129.dz,carn_129.dem,925669,126075,103339,126599
EH/carn_132.dz,carn_132.dem,781360,111364,100299,120960
EH/carn_137.dz,carn_137.dem,1126815,127704,111159,136213
EH/carn_141.dz,carn_141.dem,1210694,117550,95826,120490
EH/carn_151.dz,carn_151.dem,487386,84556,81350,94433
EH/cast_127.dz,cast_127.dem,617608,76540,66604,76435
EH/cast_129.dz,cast_129.dem,723191,84105,71900,84887
EH/cast_131.dz,cast_131.dem,724685,80940,68839,81673
EH/cast_133.dz,cast_133.dem,447935,72921,68181,77666
EH/cast_134.dz,cast_134.dem,454550,71666,67049,77000
EH/cast_136.dz,cast_136.dem,939056,74990,56866,69919
EH/cata_053.dz,cata_053.dem,976358,79106,64432,78822
EH/cata_057.dz,cata_057.dem,996709,73028,56960,70227
EH/cata_100.dz,cata_100.dem,586603,69588,66903,78438
EH/cata_111.dz,cata_111.dem,412955,62382,60250,68803
EH/cb1_025.dz,cb1_025.dem,440854,30240,25154,31582
EH/cb1_026.dz,cb1_026.dem,418183,29258,23700,29690
EH/cb1_027.dz,cb1_027.dem,377820,27195,22976,28537
EH/cb1_030.dz,cb1_030.dem,457750,36575,31889,39841
EH/cb1_036.dz,cb1_036.dem,493609,43024,36275,46144
EH/cb2_033.dz,cb2_033.dem,247535,33751,25014,29384
EH/cb2_034.dz,cb2_034.dem,314768,34877,30185,35720
EH/cb2_041.dz,cb2_041.dem,305860,39399,33821,39580
EH/cb2_043.dz,cb2_043.dem,316031,34902,29002,34143
EH/cda_458.dz,cda_458.dem,8902822,389551,281381,387939
EH/cda_640.dz,cda_640.dem,4442711,354312,301522,373840
EH/cda_646.dz,cda_646.dem,11677622,512820,399485,554675
EH/cda_713.dz,cda_713.dem,4995469,393608,334357,418094
EH/cda_714.dz,cda_714.dem,14787016,559456,436953,617931
EH/cda_727.dz,cda_727.dem,5058190,392214,335359,419946
EH/cda_801.dz,cda_801.dem,5136754,405603,338620,424269
EH/cdes_148.dz,cdes_148.dem,940241,101391,81384,96717
EH/cdes_206.dz,cdes_206.dem,685923,83034,76467,89277
EH/ch3_137.dz,ch3_137.dem,2888645,171492,119306,159861
EH/ch3_143.dz,ch3_143.dem,4731639,188689,133731,186029
EH/ch3_156.dz,ch3_156.dem,4663210,153018,116540,162116
EH/ches_039.dz,ches_039.dem,571648,67543,50928,61411
EH/ches_041.dz,ches_041.dem,533758,62338,51431,60387
EH/ches_052.dz,ches_egg.dem,652768,79609,69214,81923
EH/ches_052.dz,ches_052.dem,749960,82934,73151,86177
EH/ches_053.dz,ches_053.dem,638035,75678,60205,71439
EH/ches_056.dz,ches_056.dem,572217,78169,71385,82620
EH/ches_058.dz,ches_058.dem,560695,80401,73083,84967
EH/ches_101.dz,ches_101.dem,738849,78703,60176,72412
EH/ches_102.dz,ches_102.dem,750523,80373,60544,73324
EH/ches_103.dz,ches_103.dem,773124,76235,59017,71382
EH/ches_106.dz,ches_106.dem,860594,83211,62694,75927
EH/ches_108.dz,ches_108.dem,350429,61332,58981,66777
EH/chur_104.dz,chur_104.dem,584188,75616,57555,68322
EH/chur_105.dz,chur_105.dem,513878,77376,67519,78203
EH/chur_107.dz,chur_107.dem,588198,67723,54976,65317
EH/chur_108.dz,chur_108.dem,556699,79314,68115,79427
EH/chur_109.dz,chur_109.dem,576590,70611,59122,69725
EH/chur_111.dz,chur_111.dem,639732,71704,58156,69148
EH/chur_114.dz,chur_114.dem,559694,72616,62917,74368
EH/chur_117.dz,chur_117.dem,279261,49099,45541,51492
EH/civ_135.dz,civ_135.dem,1380161,100852,80598,99652
EH/civ_137.dz,civ_137.dem,1308029,97343,77397,94296
EH/civ_152.dz,civ_152.dem,1639128,102133,74406,95163
EH/cjh_532.dz,cjh_532.dem,5973726,389910,273276,350322
EH/cjh_551.dz,cjh_551.dem,5984825,374997,280374,361882
EH/cjh_700.dz,cjh_700.dem,6871883,425458,301157,391999
EH/cjh_828.dz,cjh_828.dem,6983575,529606,392895,492296
EH/cld_312.dz,cld_312.dem,3234207,193862,146807,183327
EH/cld_339.dz,cld_339.dem,3250461,195484,155220,196698
EH/cld_402.dz,cld_402.dem,3964730,245063,176355,224479
EH/clmb_043.dz,clmb_043.dem,1624345,96237,62406,84379
EH/clmb_046.dz,clmb_046.dem,1053809,75672,67473,86075
EH/clmb_048.dz,clmb_048.dem,606444,64616,59454,72348
EH/clmb_050.dz,clmb_050.dem,1584302,75230,55394,74587
EH/clmb_055.dz,clmb_055.dem,2056268,80920,60304,83771
EH/clmb_101.dz,clmb_101.dem,731106,72397,63907,78217
EH/clmb_103.dz,clmb_103.dem,757431,73469,64488,78899
EH/clmb_105.dz,clmb_105.dem,1412636,88706,75938,100317
EH/cloi_349.dz,cloi_349.dem,4913284,243682,170559,222444
EH/clos_010.dz,clos_010.dem,210161,17229,14475,17190
EH/clos_011.dz,clos_011.dem,148728,18939,16051,18583
EH/clos_014.dz,clos_014.dem,217752,23572,19886,23414
EH/co3r_320.dz,co3r_320.dem,3908827,239845,158370,207877
EH/co3r_359.dz,co3r_359.dem,3338614,315521,265444,329369
EH/co3s_134.dz,co3s_134.dem,2515691,152632,104369,136949
EH/co3s_138.dz,co3s_138.dem,3194857,151336,102487,137968
EH/coa2_047.dz,coa2_047.dem,2803473,128993,79409,108484
EH/coa2_052.dz,coa2_052.dem,1859156,148808,89273,118311
EH/coa2_056.dz,coa2_056.dem,1225595,122768,116035,142586
EH/coa2_102.dz,coa2_102.dem,979929,120175,115534,137356
EH/coa2_111.dz,coa2_111.dem,2809755,149384,126507,167184
EH/coa2_119.dz,coa2_119.dem,924399,114827,108920,129151
EH/coa2_139.dz,coa2_139.dem,1615246,130195,119221,148145
EH/coa3_149.dz,coa3_149.dem,3928569,221795,144932,202900
EH/coa3_206.dz,coa3_206.dem,4686644,226666,155885,212664
EH/coa3_227.dz,coa3_227.dem,3516566,225844,203092,263242
EH/coa3_251.dz,coa3_251.dem,4958627,238827,205729,280026
EH/coa3_258.dz,coa3_258.dem,5132876,244420,212040,286717
EH/coa3_309.dz,coa3_309.dem,8014740,260841,180622,262738
EH/coag_117.dz,coag_117.dem,2517212,186453,143710,183349
EH/coag_117.dz,coa_egg5.dem,840588,103380,85838,103682
EH/coag_117.dz,coa_egg4.dem,3274770,209862,169713,212427
EH/coag_117.dz,coa_egg3.dem,2032544,168422,138746,169048
EH/coag_117.dz,coa_egg2.dem,1828656,159522,131879,160593
EH/coag_117.dz,coa_super_fiend.dem,460275,61027,54539,64659
EH/coag_117.dz,coa_egg6.dem,1188825,125794,106386,129008
EH/coag_121.dz,coag_121.dem,1429276,141586,130541,158573
EH/coag_141.dz,coag_141.dem,1024740,132442,121131,142632
EH/coag_143.dz,coag_143.dem,1010712,127973,114844,136429
EH/coag_146.dz,coag_146.dem,1042645,131652,118585,140006
EH/coag_149.dz,coag_149.dem,1051798,132682,118248,139990
EH/coag_152.dz,coag_152.dem,1222399,140229,125923,150672
EH/col2_110.dz,col2_110.dem,1026119,98504,80562,96791
EH/col2_124.dz,col2_124.dem,1121028,82090,64318,80180
EH/col2_125.dz,col2_125.dem,1158294,109656,89740,109263
EH/col2_134.dz,col2_134.dem,897290,86579,69170,85564
EH/col_118.dz,col_118.dem,1042177,90302,70185,84171
EH/col_122.dz,col_122.dem,1217169,98596,76977,91676
EH/col_134.dz,col_134.dem,1051647,103086,90808,107787
EH/comm_137.dz,comm_137.dem,1902478,163852,126307,153771
EH/comm_149.dz,comm_149.dem,2059458,162141,125440,154056
